anon_polygon_id,year,start,end,duration_days,n_points,min_z,mean_z,ndvi_deficit,severity,kind,confidence,drivers,explanation,sensors
AOI-0056,2018,2018-04-05,2018-05-11,37,11,-1.69,-1.32,0.204,угнетение,стресс,0.9,[],"5 апреля – 11 мая 2018, 37 дней, 11 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.7σ), это 0.20 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0056,2019,2019-06-15,2019-07-12,28,10,-1.54,-1.26,0.193,угнетение,стресс,0.89,[],"15 июня – 12 июля 2019, 28 дней, 10 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.19 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0056,2022,2022-06-30,2022-08-05,37,16,-1.82,-1.38,0.186,угнетение,уборка,0.9,[],"30 июня – 5 августа 2022, 37 дней, 16 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.8σ), это 0.19 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0056,2024,2024-06-03,2024-07-02,30,10,-2.49,-1.56,0.223,критическая,стресс,0.9,[],"3 июня – 2 июля 2024, 30 дней, 10 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.5σ), это 0.22 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0060,2010,2010-07-12,2010-09-06,57,11,-1.81,-1.6,0.289,угнетение,уборка,0.75,[],"12 июля – 6 сентября 2010, 57 дней, 11 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -1.8σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 102 мм при норме 113 мм (90 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.",['landsat']
AOI-0060,2011,2011-07-06,2011-08-08,34,8,-1.78,-1.34,0.285,угнетение,уборка,0.9,[],"6 июля – 8 августа 2011, 34 дня, 8 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.8σ), это 0.28 по шкале NDVI. Осадки за 60 дней до эпизода: 142 мм при норме 108 мм (132 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis']"
AOI-0060,2015,2015-05-14,2015-06-15,33,9,-2.18,-1.55,0.261,критическая,стресс,0.99,['избыток осадков'],"14 мая – 15 июня 2015, 33 дня, 9 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -2.2σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 126 мм при норме 73 мм (174 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0060,2016,2016-04-07,2016-04-30,24,4,-1.53,-1.31,0.236,угнетение,стресс,0.84,['дефицит осадков'],"7 апреля – 30 апреля 2016, 24 дня, 4 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.24 по шкале NDVI. Осадки за 60 дней до эпизода: 3 мм при норме 11 мм (30 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0060,2017,2017-05-11,2017-06-21,42,12,-1.96,-1.32,0.228,угнетение,стресс,0.9,[],"11 мая – 21 июня 2017, 42 дня, 12 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -2.0σ), это 0.23 по шкале NDVI. Осадки за 60 дней до эпизода: 93 мм при норме 65 мм (143 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0060,2019,2019-04-23,2019-04-26,4,3,-1.5,-1.2,0.208,угнетение,стресс,0.61,[],"23 апреля – 26 апреля 2019, 4 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.5σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 46 мм при норме 49 мм (94 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
